ранг	ранг_в_группе	расстояние	сигнатура	d_ab	d_L	ловушка	d_ловушки	L	a	b	C	цвет_измерен	кадр	блоб	bbox	площадь	rgb	score
1029	133	1.644	стакан-марка-красная	13.2	0.4	снег-в-тени	0.914	50.2	-2.0	-1.0	2.2	bbox	DJI_20260813183534_0014_Z_00m31s.jpg	209	253,397,2,3	6	112,118,118	18.9
1030	232	1.645	стакан-марка-красная	6.3	40.4	порода-в-тени	1.515	9.4	9.0	-5.0	10.3	маска	DJI_20260813183028_0002_Z.JPG	227	743,1240,4,5	16	39,27,37	56.6
1031	228	1.645	рюкзак-синий	11.2	24.3	порода-в-тени	0.350	14.5	-1.0	-3.0	3.2	маска	DJI_20260813183140_0012_Z.JPG	64	77,2127,36,7	113	29,34,39	385.1
1032	180	1.645	стакан-марка-красная	3.6	44.3	порода-охристая	1.486	5.5	9.0	4.0	9.8	маска	DJI_20260813183101_0008_Z.JPG	53	2067,1723,13,21	121	71,52,49	516.0
1033	181	1.645	рюкзак-синий	9.4	32.1	порода-в-тени	1.770	6.7	9.0	-9.0	12.7	маска	DJI_20260813183101_0008_Z.JPG	123	307,555,8,10	45	30,19,34	188.6
1034	233	1.647	стакан-марка-красная	7.3	38.4	порода-в-тени	1.544	11.4	9.0	-6.0	10.8	маска	DJI_20260813183028_0002_Z.JPG	243	2759,490,6,3	15	41,29,40	49.8
1035	134	1.647	стакан-марка-красная	13.2	2.9	снег-в-тени	0.911	46.9	-2.0	-1.0	2.2	маска	DJI_20260813183534_0014_Z_00m31s.jpg	53	261,403,11,4	34	104,109,109	118.1
1036	234	1.648	палка-ручка-контроль	12.0	18.8	порода-охристая	0.625	38.8	7.0	14.0	15.7	маска	DJI_20260813183028_0002_Z.JPG	50	1343,1390,11,13	114	109,90,74	456.1
1037	182	1.649	стакан-марка-красная	12.7	12.2	корка-жёлтая-на-скале	0.765	37.6	2.0	10.0	10.2	маска	DJI_20260813183101_0008_Z.JPG	144	2969,1300,15,4	38	110,99,82	146.8
1038	90	1.651	стакан-марка-красная	13.0	7.4	корка-жёлтая-на-скале	0.896	42.4	0.0	8.0	8.0	маска	C0049_00m18s.png	76	942,616,6,3	16	105,99,88	43.8
1039	135	1.651	палка-ручка-пробка	13.0	7.5	лишайник-жёлтый-на-камне	1.013	68.2	-6.0	16.0	17.1	маска	DJI_20260813183534_0014_Z_00m31s.jpg	75	121,258,3,10	24	188,190,158	86.1
1040	229	1.654	стакан-марка-красная	11.4	23.5	порода-охристая	0.586	26.3	8.0	12.0	14.4	маска	DJI_20260813183140_0012_Z.JPG	1	3342,678,98,113	2083	103,86,69	8484.2
1041	183	1.655	стакан-марка-красная	13.0	8.0	корка-жёлтая-на-скале	0.901	41.8	0.0	8.0	8.0	маска	DJI_20260813183101_0008_Z.JPG	71	77,1485,12,13	105	107,101,88	379.2
1042	136	1.656	стакан-марка-красная	13.2	5.5	порода-в-тени	0.854	44.3	-2.0	-1.0	2.2	маска	DJI_20260813183534_0014_Z_00m31s.jpg	191	265,293,3,2	6	99,104,104	21.6
1043	91	1.656	стакан-марка-красная	13.0	8.2	корка-жёлтая-на-скале	0.903	41.6	0.0	8.0	8.0	маска	C0049_00m18s.png	90	1074,668,5,3	13	103,97,85	35.0
1044	184	1.658	стакан-марка-красная	3.2	45.1	порода-в-тени	1.420	4.7	8.0	2.0	8.2	маска	DJI_20260813183101_0008_Z.JPG	138	1596,153,9,7	40	30,14,15	159.3
1045	185	1.658	стакан-марка-красная	3.2	45.1	порода-в-тени	1.376	4.7	8.0	0.0	8.0	маска	DJI_20260813183101_0008_Z.JPG	142	361,282,8,7	38	28,13,19	154.9
1046	186	1.659	стакан-марка-красная	13.0	8.6	корка-жёлтая-на-скале	0.906	41.2	0.0	8.0	8.0	маска	DJI_20260813183101_0008_Z.JPG	174	93,1483,8,4	28	103,97,86	96.9
1047	92	1.659	стакан-марка-красная	13.0	8.6	корка-жёлтая-на-скале	0.906	41.2	0.0	8.0	8.0	маска	C0049_00m18s.png	118	311,163,2,5	10	102,96,85	23.8
1048	235	1.659	стакан-марка-красная	13.0	8.6	корка-жёлтая-на-скале	0.954	58.4	0.0	8.0	8.0	маска	DJI_20260813183028_0002_Z.JPG	72	1081,4,16,16	81	148,144,141	275.6
1049	137	1.659	палка-ручка-пробка	12.1	19.2	корка-жёлтая-на-скале	0.894	56.5	-6.0	18.0	19.0	маска	DJI_20260813183534_0014_Z_00m31s.jpg	144	435,913,3,4	10	154,155,123	38.8
1050	187	1.660	стакан-марка-красная	10.6	27.8	порода-охристая	1.083	22.0	4.0	9.0	9.8	маска	DJI_20260813183101_0008_Z.JPG	67	2127,1046,18,22	106	96,83,71	407.7
1051	230	1.660	стакан-марка-красная	10.0	30.6	порода-охристая	1.046	19.2	5.0	9.0	10.3	маска	DJI_20260813183140_0012_Z.JPG	47	3424,508,28,42	159	80,66,54	598.7
1052	138	1.661	палка-ручка-пробка	12.7	13.3	лишайник-жёлтый-на-камне	1.187	89.0	-4.0	14.0	14.6	bbox	DJI_20260813183534_0014_Z_00m31s.jpg	204	278,814,2,3	6	228,225,198	20.1
1053	78	1.661	палка-ручка-пробка	13.0	9.0	лишайник-жёлтый-на-камне	1.219	84.7	-6.0	16.0	17.1	маска	DJI_20260813183004_0001_Z_03m40s.jpg	73	1522,250,3,3	8	210,210,180	32.9
1054	139	1.664	палка-ручка-контроль	9.8	31.3	корка-жёлтая-на-скале	0.846	26.3	2.0	17.0	17.1	маска	DJI_20260813183534_0014_Z_00m31s.jpg	166	48,914,3,4	9	113,102,76	31.4
1055	93	1.665	стакан-марка-красная	13.2	7.4	порода-в-тени	0.784	42.4	-2.0	-1.0	2.2	маска	C0049_00m18s.png	125	687,68,2,3	6	97,102,104	21.8
1056	236	1.666	стакан-марка-красная	11.0	26.3	порода-охристая	1.246	23.5	2.5	8.0	8.4	маска	DJI_20260813183028_0002_Z.JPG	273	2725,1445,4,4	12	64,54,44	37.8
1057	237	1.667	стакан-марка-красная	13.0	9.8	корка-жёлтая-на-скале	0.971	59.6	0.0	8.0	8.0	маска	DJI_20260813183028_0002_Z.JPG	106	1465,1190,8,13	44	180,177,165	159.8
1058	231	1.668	рюкзак-синий	10.6	28.2	порода-в-тени	1.441	10.6	8.0	-6.0	10.0	маска	DJI_20260813183140_0012_Z.JPG	23	664,1925,43,18	363	37,27,36	1235.4
1059	94	1.669	стакан-марка-красная	5.4	42.7	снег-розовый	1.270	92.5	9.0	-4.0	9.8	маска	C0049_00m18s.png	97	843,921,4,2	8	249,232,240	30.3
1060	79	1.669	стакан-марка-красная	4.2	44.3	порода-в-тени	1.496	5.5	8.0	4.0	8.9	маска	DJI_20260813183004_0001_Z_03m40s.jpg	71	785,181,5,4	10	35,17,15	33.2
1061	188	1.669	стакан-марка-красная	4.2	44.3	порода-в-тени	1.364	5.5	8.0	-2.0	8.2	маска	DJI_20260813183101_0008_Z.JPG	200	2717,429,5,4	18	28,15,22	71.5
1062	95	1.671	рюкзак-синий	12.7	15.1	порода-в-тени	0.183	23.7	-1.0	-1.5	1.8	маска	C0049_00m18s.png	71	603,107,4,4	13	54,56,58	46.8
1063	80	1.672	стакан-марка-красная	3.2	45.5	порода-в-тени	1.426	4.3	8.0	2.0	8.2	маска	DJI_20260813183004_0001_Z_03m40s.jpg	36	866,182,10,3	27	30,12,13	91.0
1064	189	1.674	стакан-марка-красная	12.8	13.7	корка-жёлтая-на-скале	0.868	36.1	1.0	9.0	9.1	маска	DJI_20260813183101_0008_Z.JPG	183	3084,2022,9,4	25	105,96,84	86.1
1065	81	1.675	стакан-марка-красная	7.4	39.0	порода-охристая	1.100	10.8	8.5	8.0	11.7	маска	DJI_20260813183004_0001_Z_03m40s.jpg	65	897,128,5,2	10	42,22,17	36.9
1066	82	1.675	рюкзак-синий	11.2	25.9	порода-в-тени	0.386	12.9	-1.0	-3.0	3.2	маска	DJI_20260813183004_0001_Z_03m40s.jpg	55	1879,1022,4,5	14	30,34,38	47.9
1067	53	1.681	стакан-марка-красная	6.7	40.8	порода-охристая	1.221	9.0	8.0	7.0	10.6	маска	DJI_20260813183004_0001_Z_01m56s.jpg	12	517,809,11,12	77	71,52,43	317.4
1068	42	1.681	палка-ручка-пробка	13.4	3.2	лишайник-жёлтый-на-камне	0.876	72.5	-1.0	11.0	11.0	маска	DJI_20260813183727_0015_Z_03m32s.jpg	34	1412,364,8,6	38	183,176,158	140.8
1069	140	1.684	палка-ручка-контроль	10.5	29.6	порода-охристая	0.919	28.0	6.0	15.5	16.6	bbox	DJI_20260813183534_0014_Z_00m31s.jpg	221	1886,1037,2,3	6	84,62,42	14.6
1070	190	1.685	стакан-марка-красная	13.0	12.0	корка-жёлтая-на-скале	0.944	37.8	0.0	8.0	8.0	маска	DJI_20260813183101_0008_Z.JPG	280	399,240,2,5	10	101,94,83	22.4
1071	191	1.687	стакан-марка-красная	12.8	14.9	корка-жёлтая-на-скале	0.889	34.9	1.0	9.0	9.1	маска	DJI_20260813183101_0008_Z.JPG	108	2882,374,8,14	61	89,80,67	228.8
1072	141	1.687	палка-ручка-контроль	10.0	31.7	порода-охристая	0.991	25.9	6.0	16.0	17.1	маска	DJI_20260813183534_0014_Z_00m31s.jpg	138	30,885,3,6	15	82,59,39	41.5
1073	192	1.689	стакан-марка-красная	11.3	25.9	порода-охристая	1.153	23.9	3.0	9.0	9.5	маска	DJI_20260813183101_0008_Z.JPG	50	770,2041,13,20	153	87,76,65	557.4
1074	96	1.690	стакан-марка-красная	13.0	12.5	корка-жёлтая-на-скале	0.953	37.3	0.0	8.0	8.0	маска	C0049_00m18s.png	81	353,225,2,6	12	105,99,87	42.1
1075	97	1.690	стакан-марка-красная	13.0	12.5	корка-жёлтая-на-скале	0.953	37.3	0.0	8.0	8.0	маска	C0049_00m18s.png	111	295,279,2,4	8	108,102,89	25.7
1076	98	1.694	палка-ручка-пробка	13.4	6.7	лишайник-жёлтый-на-камне	1.032	82.4	-1.0	11.0	11.0	маска	C0049_00m18s.png	87	963,571,3,3	9	209,201,180	39.0
1077	232	1.694	рюкзак-синий	11.7	24.1	порода-в-тени	0.304	14.7	-1.0	-2.5	2.7	маска	DJI_20260813183140_0012_Z.JPG	233	578,921,3,5	11	31,34,38	33.7
1078	83	1.696	стакан-марка-красная	4.2	45.1	порода-в-тени	1.376	4.7	8.0	-2.0	8.2	маска	DJI_20260813183004_0001_Z_03m40s.jpg	79	1018,120,3,3	8	28,15,21	28.7
1079	193	1.696	стакан-марка-красная	4.2	45.1	порода-в-тени	1.376	4.7	8.0	-2.0	8.2	маска	DJI_20260813183101_0008_Z.JPG	84	2151,1765,13,9	79	27,14,20	309.4
1080	194	1.696	стакан-марка-красная	4.2	45.1	порода-в-тени	1.376	4.7	8.0	-2.0	8.2	маска	DJI_20260813183101_0008_Z.JPG	213	2711,424,5,4	15	25,12,20	60.5
1081	99	1.698	палка-ручка-пробка	13.4	7.4	лишайник-жёлтый-на-камне	1.049	83.1	-1.0	11.0	11.0	маска	C0049_00m18s.png	75	261,270,7,3	16	182,174,157	44.1
1082	54	1.700	палка-ручка-пробка	13.3	9.2	снег-розовый	1.277	84.9	8.0	10.0	12.8	маска	DJI_20260813183004_0001_Z_01m56s.jpg	62	1815,802,4,3	12	222,195,183	44.5
1083	195	1.700	стакан-марка-красная	13.5	7.1	корка-жёлтая-на-скале	0.662	42.7	1.0	10.0	10.0	маска	DJI_20260813183101_0008_Z.JPG	211	1796,17,5,4	16	113,104,89	61.9
1084	142	1.701	стакан-марка-красная	5.0	44.3	порода-в-тени	1.382	5.5	8.0	-3.0	8.5	маска	DJI_20260813183534_0014_Z_00m31s.jpg	11	402,836,16,28	98	105,96,95	398.9
1085	43	1.702	палка-ручка-пробка	13.0	13.7	корка-жёлтая-на-скале	0.677	62.0	-2.0	12.0	12.2	маска	DJI_20260813183727_0015_Z_03m32s.jpg	5	630,886,28,24	233	126,122,110	893.3
1086	238	1.702	стакан-марка-красная	13.6	2.3	корка-жёлтая-на-скале	0.750	47.5	0.0	9.0	9.0	маска	DJI_20260813183028_0002_Z.JPG	22	363,1473,34,22	253	119,114,102	876.8
1087	143	1.702	палка-ручка-пробка	11.0	28.1	корка-жёлтая-на-скале	0.455	47.6	-3.5	16.0	16.4	маска	DJI_20260813183534_0014_Z_00m31s.jpg	156	82,13,3,3	9	134,133,105	34.4
1088	144	1.704	стакан-марка-красная	5.8	43.1	порода-в-тени	1.121	6.7	6.0	-2.0	6.3	маска	DJI_20260813183534_0014_Z_00m31s.jpg	92	304,858,4,7	18	54,44,49	69.3
1089	196	1.705	стакан-марка-красная	13.5	7.8	корка-жёлтая-на-скале	0.671	42.0	1.0	10.0	10.0	маска	DJI_20260813183101_0008_Z.JPG	229	2513,276,4,5	12	119,108,92	45.8
1090	44	1.705	палка-ручка-пробка	13.0	14.5	лишайник-жёлтый-на-камне	1.184	90.2	0.0	11.0	11.0	маска	DJI_20260813183727_0015_Z_03m32s.jpg	2	1574,936,37,19	353	209,200,181	1420.0
1091	84	1.706	стакан-марка-красная	5.1	44.3	порода-в-тени	1.140	5.5	6.0	0.0	6.0	bbox	DJI_20260813183004_0001_Z_03m40s.jpg	104	117,286,2,3	6	27,14,17	14.7
1092	233	1.707	рюкзак-синий	11.2	27.4	порода-в-тени	0.427	11.4	-1.0	-3.0	3.2	маска	DJI_20260813183140_0012_Z.JPG	259	601,2073,4,2	8	26,31,36	25.4
1093	100	1.708	палка-ручка-пробка	13.2	12.9	снег-розовый	1.082	88.6	3.0	10.0	10.4	маска	C0049_00m18s.png	84	1000,584,4,3	10	233,216,199	40.8
1094	55	1.708	палка-ручка-пробка	11.7	24.9	корка-жёлтая-на-скале	0.299	50.8	-1.0	13.0	13.0	маска	DJI_20260813183004_0001_Z_01m56s.jpg	9	401,561,24,16	106	151,143,126	408.8
1095	197	1.710	стакан-марка-красная	4.6	45.1	порода-в-тени	1.383	4.7	8.0	-2.5	8.4	маска	DJI_20260813183101_0008_Z.JPG	194	3167,1169,4,6	18	29,16,24	74.7
1096	145	1.712	рюкзак-синий	13.6	5.5	порода-в-тени	0.863	44.3	-3.0	-1.0	3.2	маска	DJI_20260813183534_0014_Z_00m31s.jpg	42	252,426,6,11	39	112,121,121	144.1
1097	146	1.718	палка-ручка-пробка	12.5	20.0	корка-жёлтая-на-скале	0.688	55.7	-5.0	15.5	16.3	bbox	DJI_20260813183534_0014_Z_00m31s.jpg	193	467,1006,2,3	6	142,141,113	21.2
1098	147	1.719	стакан-марка-красная	13.0	15.7	снег-в-тени	2.093	34.1	16.0	-11.0	19.4	маска	DJI_20260813183534_0014_Z_00m31s.jpg	2	171,112,15,65	311	119,98,104	1372.4
1099	198	1.720	стакан-марка-красная	12.6	19.2	корка-жёлтая-на-скале	1.071	30.6	0.5	8.0	8.0	маска	DJI_20260813183101_0008_Z.JPG	256	1028,317,3,4	10	98,93,81	32.4
1100	239	1.722	стакан-марка-красная	12.2	22.3	корка-жёлтая-на-скале	1.144	27.5	1.0	8.0	8.1	маска	DJI_20260813183028_0002_Z.JPG	8	967,1137,33,32	438	68,61,52	1598.0
1101	240	1.723	стакан-марка-красная	6.8	42.0	порода-в-тени	1.552	7.8	9.0	-5.5	10.5	маска	DJI_20260813183028_0002_Z.JPG	141	1971,0,6,6	31	31,20,29	113.0
1102	148	1.724	стакан-марка-красная	13.2	14.5	снег-освещённый	0.615	64.3	-2.0	-1.0	2.2	маска	DJI_20260813183534_0014_Z_00m31s.jpg	103	916,1036,5,5	17	153,156,158	58.2
1103	241	1.728	стакан-марка-красная	13.6	8.6	корка-жёлтая-на-скале	0.786	41.2	0.0	9.0	9.0	маска	DJI_20260813183028_0002_Z.JPG	57	737,1790,20,8	104	104,99,85	366.5
1104	45	1.729	стакан-марка-красная	12.6	19.8	корка-жёлтая-на-скале	1.083	30.0	0.5	8.0	8.0	маска	DJI_20260813183727_0015_Z_03m32s.jpg	47	1875,721,11,3	22	80,73,62	75.8
1105	234	1.730	рюкзак-синий	12.2	23.1	порода-в-тени	0.244	15.7	-1.0	-2.0	2.2	маска	DJI_20260813183140_0012_Z.JPG	76	617,2055,8,14	87	37,40,43	309.2
1106	235	1.730	рюкзак-синий	12.2	23.1	порода-в-тени	0.244	15.7	-1.0	-2.0	2.2	маска	DJI_20260813183140_0012_Z.JPG	149	3661,779,7,10	34	39,41,45	96.7
1107	242	1.730	стакан-марка-красная	13.6	9.0	корка-жёлтая-на-скале	0.791	40.8	0.0	9.0	9.0	маска	DJI_20260813183028_0002_Z.JPG	56	947,1117,20,17	114	91,86,72	375.5
1108	149	1.735	палка-ручка-пробка	12.2	23.2	корка-жёлтая-на-скале	0.660	52.5	-5.0	16.0	16.8	маска	DJI_20260813183534_0014_Z_00m31s.jpg	132	434,135,5,4	13	163,165,136	44.3
1109	101	1.737	стакан-марка-красная	13.9	1.6	корка-жёлтая-на-скале	0.884	48.2	-1.0	8.0	8.1	маска	C0049_00m18s.png	128	349,212,3,2	6	116,112,100	20.5
1110	199	1.739	палка-ручка-пробка	13.4	12.9	лишайник-жёлтый-на-камне	1.177	88.6	-1.0	11.0	11.0	маска	DJI_20260813183101_0008_Z.JPG	219	2146,1017,6,5	15	224,217,195	56.6
1111	85	1.740	стакан-марка-красная	3.2	47.4	порода-в-тени	1.456	2.4	8.0	2.0	8.2	маска	DJI_20260813183004_0001_Z_03m40s.jpg	60	860,135,6,3	14	22,3,4	41.4
1112	243	1.742	стакан-марка-красная	12.2	23.5	корка-жёлтая-на-скале	1.171	26.3	1.0	8.0	8.1	маска	DJI_20260813183028_0002_Z.JPG	191	977,905,8,3	20	77,70,59	78.2
1113	102	1.742	стакан-марка-красная	13.9	3.9	корка-жёлтая-на-скале	0.887	45.9	-1.0	8.0	8.1	маска	C0049_00m18s.png	85	1009,643,6,3	12	110,105,93	39.5
1114	150	1.742	рюкзак-синий	13.9	1.8	порода-в-тени	0.763	40.6	-4.0	-1.0	4.1	маска	DJI_20260813183534_0014_Z_00m31s.jpg	89	309,365,5,4	19	93,104,102	71.0
1115	236	1.744	рюкзак-синий	12.2	23.9	порода-в-тени	0.264	14.9	-1.0	-2.0	2.2	маска	DJI_20260813183140_0012_Z.JPG	278	865,709,2,4	8	35,37,41	21.3
1116	244	1.745	стакан-марка-красная	12.0	24.7	корка-жёлтая-на-скале	1.132	25.1	2.0	9.0	9.2	маска	DJI_20260813183028_0002_Z.JPG	19	962,1085,31,24	251	81,74,63	911.0
1117	103	1.747	стакан-марка-красная	13.9	5.3	корка-жёлтая-на-скале	0.892	44.5	-1.0	8.0	8.1	маска	C0049_00m18s.png	119	0,885,2,4	8	105,101,88	23.7
1118	200	1.750	стакан-марка-красная	13.9	6.9	корка-жёлтая-на-скале	1.066	56.7	-1.5	7.0	7.2	bbox	DJI_20260813183101_0008_Z.JPG	309	1994,9,3,2	6	138,135,122	14.7
1119	104	1.752	стакан-марка-красная	13.9	6.5	корка-жёлтая-на-скале	0.898	43.3	-1.0	8.0	8.1	маска	C0049_00m18s.png	116	1059,669,3,3	7	107,103,90	24.9
1120	201	1.754	рюкзак-синий	11.6	27.6	порода-в-тени	0.423	11.2	-0.5	-2.5	2.5	bbox	DJI_20260813183101_0008_Z.JPG	293	2067,255,3,2	6	28,30,33	19.4
1121	151	1.754	рюкзак-синий	13.9	5.9	порода-в-тени	0.903	44.7	-4.0	-1.0	4.1	маска	DJI_20260813183534_0014_Z_00m31s.jpg	161	281,453,5,2	10	98,106,104	32.9
1122	46	1.756	стакан-марка-красная	10.6	32.2	порода-в-тени	1.291	17.6	3.0	8.0	8.5	маска	DJI_20260813183727_0015_Z_03m32s.jpg	74	605,793,3,3	8	87,76,66	26.2
1123	152	1.756	рюкзак-синий	13.9	6.5	порода-в-тени	0.924	45.3	-4.0	-1.0	4.1	маска	DJI_20260813183534_0014_Z_00m31s.jpg	141	245,313,3,5	12	100,109,107	40.3
1124	105	1.757	стакан-марка-красная	13.9	7.4	корка-жёлтая-на-скале	0.905	42.4	-1.0	8.0	8.1	маска	C0049_00m18s.png	9	81,180,18,13	83	112,107,94	282.9
1125	245	1.757	палка-ручка-пробка	13.9	7.5	лишайник-жёлтый-на-камне	0.907	68.2	-2.0	11.0	11.2	маска	DJI_20260813183028_0002_Z.JPG	27	346,600,15,17	183	169,163,145	752.6
1126	202	1.757	палка-ручка-пробка	13.9	7.5	лишайник-жёлтый-на-камне	0.907	68.2	-2.0	11.0	11.2	маска	DJI_20260813183101_0008_Z.JPG	17	1158,1091,23,30	312	168,162,143	1224.7
1127	153	1.757	рюкзак-синий	13.9	6.7	порода-в-тени	0.930	45.5	-4.0	-1.0	4.1	маска	DJI_20260813183534_0014_Z_00m31s.jpg	174	269,441,3,3	8	103,114,113	28.6
1128	154	1.757	рюкзак-синий	13.9	6.7	порода-в-тени	0.930	45.5	-4.0	-1.0	4.1	маска	DJI_20260813183534_0014_Z_00m31s.jpg	208	258,443,3,2	6	99,106,105	19.6
1129	237	1.758	рюкзак-синий	12.2	24.7	порода-в-тени	0.286	14.1	-1.0	-2.0	2.2	маска	DJI_20260813183140_0012_Z.JPG	151	1621,1495,15,4	34	32,35,38	94.8
1130	155	1.760	палка-ручка-контроль	12.7	20.9	корка-жёлтая-на-скале	0.539	36.7	-2.5	16.5	16.7	маска	DJI_20260813183534_0014_Z_00m31s.jpg	151	76,97,5,2	10	109,104,79	36.3
